pod code: dcce50fbda09a3db6d6c6a4248e444151a832b23 (clean, synced 2026-09-03T22:44:37Z, manifest verified)
W0903 22:44:50.683000 4160565 torch/distributed/run.py:851] 
W0903 22:44:50.683000 4160565 torch/distributed/run.py:851] *****************************************
W0903 22:44:50.683000 4160565 torch/distributed/run.py:851] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0903 22:44:50.683000 4160565 torch/distributed/run.py:851] *****************************************
corpus_fp: {'math_owm_stage2': '1e687e4b5ce37598', 'en_c4_stage2': '05e0fc6f14704056', 'cot': '388496b76ed9bf88', 'textbook_30b': '3f237c5191cb8571', 'chatml': '52a6b427818c90ff', 'chat_qa': '42a4bedde020ae66', 'zh_web': 'a0d44fc44a289d60', 'code_py_starcoder': 'e1a14839e11f3e6f', 'code_py_rp1t': '63c2b3ce0e7dd989'}
/usr/local/lib/python3.12/dist-packages/torch/distributed/c10d_logger.py:83: UserWarning: barrier(): using the device under current context. You can specify `device_id` in `init_process_group` to mute this warning.
  return func(*args, **kwargs)
[rank0]:[W903 22:45:06.015773969 ProcessGroupNCCL.cpp:5188] Guessing device ID based on global rank. This can cause a hang if rank to GPU mapping is heterogeneous. You can specify device_id in init_process_group()
mix: math_owm_stage2 516168 rows = 0.32 epochs
mix: en_c4_stage2 317642 rows = 0.55 epochs
mix: cot 157606 rows = 1.60 epochs
mix: textbook_30b 198526 rows = 0.51 epochs
mix: chatml 14468 rows = 1.60 epochs
mix: chat_qa 14166 rows = 1.60 epochs
mix: zh_web 59558 rows = 0.01 epochs
mix: code_py_starcoder 643969 rows = 0.30 epochs
mix: code_py_rp1t 31020 rows = 0.32 epochs
mix: 1953123 rows = 8.00B tokens scheduled
FP8 compute enabled
params 122.3M | tokens 976561 | seqs 976561 | device cuda:0 | world 2 | fa True | fp8 True
cfg batch 16 accum 2 seq 4096 grad_ckpt False doc_mask True attn_res True/0 softcap 15.0 warmup 300 epochs 1 lr_scale 1.0 mix data/mix_200m_8b.json fone False seed 42 sample_seed 42 (follows seed) warmdown 0.1 anneal_frac 0.0 val_every 500 attn_every 4
cfg non-default: accum=2, anneal_frac=0.0, batch=16, conv_doc_isolated=True, d=768, ffn_hidden=2304, heads=6, mix='data/mix_200m_8b.json', warmdown=0.1, warmup=300
dynamo cache_size_limit=64 (need 25)
[rank0]:W0903 22:48:08.782000 4160633 torch/_logging/_internal.py:1279] [0/0] Profiler record function <class 'torch.autograd.profiler.record_function'> will be ignored
[rank1]:W0903 22:48:08.810000 4160634 torch/_logging/_internal.py:1279] [0/0] Profiler record function <class 'torch.autograd.profiler.record_function'> will be ignored
step 10/3815 0% [main] | loss 7.722 | lr 3.33e-04 (muon 3.33e-04 embed 3.33e-03 scalar 5.00e-03 arq 3.33e-04) | gnorm 3.06 | 0.00B tok | 32K tok/s/gpu | MFU 8% | peak 37.03GiB | ETA 4.4h
step 20/3815 1% [main] | loss 5.680 | lr 6.67e-04 (muon 6.67e-04 embed 6.67e-03 scalar 1.00e-02 arq 6.67e-04) | gnorm 1.02 | 0.01B tok | 117K tok/s/gpu | MFU 29% | peak 37.02GiB | ETA 1.2h
step 30/3815 1% [main] | loss 5.959 | lr 1.00e-03 (muon 1.00e-03 embed 1.00e-02 scalar 1.50e-02 arq 1.00e-03) | gnorm 1.32 | 0.01B tok | 117K tok/s/gpu | MFU 29% | peak 37.02GiB | ETA 1.2h
step 40/3815 1% [main] | loss 5.689 | lr 1.33e-03 (muon 1.33e-03 embed 1.33e-02 scalar 2.00e-02 arq 1.33e-03) | gnorm 1.52 | 0.01B tok | 117K tok/s/gpu | MFU 29% | peak 37.03GiB | ETA 1.2h
step 50/3815 1% [main] | loss 5.539 | lr 1.67e-03 (muon 1.67e-03 embed 1.67e-02 scalar 2.50e-02 arq 1.67e-03) | gnorm 1.62 | 0.01B tok | 117K tok/s/gpu | MFU 29% | peak 37.02GiB | ETA 1.2h
step 60/3815 2% [main] | loss 5.472 | lr 2.00e-03 (muon 2.00e-03 embed 2.00e-02 scalar 3.00e-02 arq 2.00e-03) | gnorm 1.74 | 0.02B tok | 117K tok/s/gpu | MFU 29% | peak 37.03GiB | ETA 1.2h
step 70/3815 2% [main] | loss 4.872 | lr 2.33e-03 (muon 2.33e-03 embed 2.33e-02 scalar 3.50e-02 arq 2.33e-03) | gnorm 2.98 | 0.02B tok | 117K tok/s/gpu | MFU 29% | peak 37.04GiB | ETA 1.2h
step 80/3815 2% [main] | loss 4.788 | lr 2.67e-03 (muon 2.67e-03 embed 2.67e-02 scalar 4.00e-02 arq 2.67e-03) | gnorm 1.80 | 0.02B tok | 117K tok/s/gpu | MFU 29% | peak 37.02GiB | ETA 1.2h
step 90/3815 2% [main] | loss 5.170 | lr 3.00e-03 (muon 3.00e-03 embed 3.00e-02 scalar 4.50e-02 arq 3.00e-03) | gnorm 1.81 | 0.02B tok | 117K tok/s/gpu | MFU 29% | peak 37.04GiB | ETA 1.2h
step 100/3815 3% [main] | loss 4.994 | lr 3.33e-03 (muon 3.33e-03 embed 3.33e-02 scalar 5.00e-02 arq 3.33e-03) | gnorm 2.30 | 0.03B tok | 117K tok/s/gpu | MFU 29% | peak 37.04GiB | ETA 1.2h
step 110/3815 3% [main] | loss 4.767 | lr 3.67e-03 (muon 3.67e-03 embed 3.67e-02 scalar 5.50e-02 arq 3.67e-03) | gnorm 2.06 | 0.03B tok | 117K tok/s/gpu | MFU 29% | peak 37.04GiB | ETA 1.2h
step 120/3815 3% [main] | loss 4.714 | lr 4.00e-03 (muon 4.00e-03 embed 4.00e-02 scalar 6.00e-02 arq 4.00e-03) | gnorm 5.47 | 0.03B tok | 117K tok/s/gpu | MFU 29% | peak 37.03GiB | ETA 1.1h
step 130/3815 3% [main] | loss 4.242 | lr 4.33e-03 (muon 4.33e-03 embed 4.33e-02 scalar 6.50e-02 arq 4.33e-03) | gnorm 2.42 | 0.03B tok | 117K tok/s/gpu | MFU 29% | peak 37.03GiB | ETA 1.1h
step 140/3815 4% [main] | loss 4.223 | lr 4.67e-03 (muon 4.67e-03 embed 4.67e-02 scalar 7.00e-02 arq 4.67e-03) | gnorm 2.42 | 0.04B tok | 117K tok/s/gpu | MFU 29% | peak 37.04GiB | ETA 1.1h
step 150/3815 4% [main] | loss 4.411 | lr 5.00e-03 (muon 5.00e-03 embed 5.00e-02 scalar 7.50e-02 arq 5.00e-03) | gnorm 5.62 | 0.04B tok | 117K tok/s/gpu | MFU 29% | peak 37.03GiB | ETA 1.1h
step 160/3815 4% [main] | loss 4.292 | lr 5.33e-03 (muon 5.33e-03 embed 5.33e-02 scalar 8.00e-02 arq 5.33e-03) | gnorm 2.94 | 0.04B tok | 117K tok/s/gpu | MFU 29% | peak 37.03GiB | ETA 1.1h
step 170/3815 4% [main] | loss 3.587 | lr 5.67e-03 (muon 5.67e-03 embed 5.67e-02 scalar 8.50e-02 arq 5.67e-03) | gnorm 4.81 | 0.04B tok | 117K tok/s/gpu | MFU 29% | peak 37.02GiB | ETA 1.1h
step 180/3815 5% [main] | loss 3.487 | lr 6.00e-03 (muon 6.00e-03 embed 6.00e-02 scalar 9.00e-02 arq 6.00e-03) | gnorm 4.16 | 0.05B tok | 117K tok/s/gpu | MFU 29% | peak 37.03GiB | ETA 1.1h
step 190/3815 5% [main] | loss 3.930 | lr 6.33e-03 (muon 6.33e-03 embed 6.33e-02 scalar 9.50e-02 arq 6.33e-03) | gnorm 3.41 | 0.05B tok | 117K tok/s/gpu | MFU 29% | peak 37.02GiB | ETA 1.1h
step 200/3815 5% [main] | loss 3.223 | lr 6.67e-03 (muon 6.67e-03 embed 6.67e-02 scalar 1.00e-01 arq 6.67e-03) | gnorm 3.11 | 0.05B tok | 112K tok/s/gpu | MFU 28% | peak 37.03GiB | ETA 1.2h
step 210/3815 6% [main] | loss 3.423 | lr 7.00e-03 (muon 7.00e-03 embed 7.00e-02 scalar 1.05e-01 arq 7.00e-03) | gnorm 3.84 | 0.06B tok | 117K tok/s/gpu | MFU 29% | peak 37.04GiB | ETA 1.1h
step 220/3815 6% [main] | loss 2.981 | lr 7.33e-03 (muon 7.33e-03 embed 7.33e-02 scalar 1.10e-01 arq 7.33e-03) | gnorm 1.95 | 0.06B tok | 117K tok/s/gpu | MFU 29% | peak 37.04GiB | ETA 1.1h
step 230/3815 6% [main] | loss 3.399 | lr 7.67e-03 (muon 7.67e-03 embed 7.67e-02 scalar 1.15e-01 arq 7.67e-03) | gnorm 1.52 | 0.06B tok | 117K tok/s/gpu | MFU 29% | peak 37.04GiB | ETA 1.1h
step 240/3815 6% [main] | loss 2.818 | lr 8.00e-03 (muon 8.00e-03 embed 8.00e-02 scalar 1.20e-01 arq 8.00e-03) | gnorm 2.09 | 0.06B tok | 117K tok/s/gpu | MFU 29% | peak 37.03GiB | ETA 1.1h
step 250/3815 7% [main] | loss 3.540 | lr 8.33e-03 (muon 8.33e-03 embed 8.33e-02 scalar 1.25e-01 arq 8.33e-03) | gnorm 1.74 | 0.07B tok | 117K tok/s/gpu | MFU 29% | peak 37.02GiB | ETA 1.1h
step 260/3815 7% [main] | loss 2.894 | lr 8.67e-03 (muon 8.67e-03 embed 8.67e-02 scalar 1.30e-01 arq 8.67e-03) | gnorm 1.33 | 0.07B tok | 117K tok/s/gpu | MFU 29% | peak 37.04GiB | ETA 1.1h
step 270/3815 7% [main] | loss 3.556 | lr 9.00e-03 (muon 9.00e-03 embed 9.00e-02 scalar 1.35e-01 arq 9.00e-03) | gnorm 1.29 | 0.07B tok | 117K tok/s/gpu | MFU 29% | peak 37.05GiB | ETA 1.1h
step 280/3815 7% [main] | loss 3.033 | lr 9.33e-03 (muon 9.33e-03 embed 9.33e-02 scalar 1.40e-01 arq 9.33e-03) | gnorm 1.49 | 0.07B tok | 117K tok/s/gpu | MFU 29% | peak 37.03GiB | ETA 1.1h
step 290/3815 8% [main] | loss 2.937 | lr 9.67e-03 (muon 9.67e-03 embed 9.67e-02 scalar 1.45e-01 arq 9.67e-03) | gnorm 1.00 | 0.08B tok | 117K tok/s/gpu | MFU 29% | peak 37.03GiB | ETA 1.1h
step 300/3815 8% [main] | loss 2.382 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.52 | 0.08B tok | 117K tok/s/gpu | MFU 29% | peak 37.04GiB | ETA 1.1h
